index,valorFusivel,tipoCurto,I_A_Isolador,Tempo_A_Isolador,I_B_Isolador,Tempo_B_Isolador,I_C_Isolador,Tempo_C_Isolador,I_A_Consumidor,Tempo_A_Consumidor,I_B_Consumidor,Tempo_B_Consumidor
54,5,10,17.3181,3.11927,17.3181,3.11927,17.3181,3.11927,17.0088,Inf,13.0933,Inf
55,5,11,0,Inf,0,Inf,0,Inf,0,Inf,16.9592,Inf
56,6,1,21.7814,1.92846,21.7814,1.92846,21.7814,1.92846,21.7733,1.92997,21.7787,1.92897
57,6,2,21.7814,1.92846,21.7814,1.92846,21.7814,1.92846,21.7733,1.92997,21.7787,1.92897
58,6,3,19.364,Inf,19.364,Inf,19.364,Inf,21.7736,1.92991,14.5676,Inf
59,6,4,16.9317,Inf,16.9317,Inf,16.9317,Inf,21.7738,1.92987,0,Inf
60,6,5,11.8612,Inf,11.8612,Inf,11.8612,Inf,14.5334,4.55196,15.7283,Inf
61,6,6,0,Inf,0,Inf,0,Inf,0,Inf,14.5054,Inf
62,6,7,20.2849,Inf,20.2849,Inf,20.2849,Inf,15.7771,Inf,21.7784,1.92903
63,6,8,20.9064,Inf,20.9064,Inf,20.9064,Inf,14.5727,Inf,21.7782,1.92906
64,6,9,0,Inf,0,Inf,0,Inf,13.6564,Inf,0,Inf
65,6,10,17.9429,2.89365,17.9429,2.89365,17.9429,2.89365,17.5866,Inf,13.6179,Inf
66,6,11,0,Inf,0,Inf,0,Inf,0,Inf,17.5083,Inf
67,7,1,31.3019,Inf,31.3019,Inf,31.3019,Inf,31.2829,Inf,31.2765,Inf
68,7,2,31.3019,Inf,31.3019,Inf,31.3019,Inf,31.2829,Inf,31.2765,Inf
69,7,3,28.1535,Inf,28.1535,Inf,28.1535,Inf,31.2836,Inf,21.8904,Inf
70,7,4,24.3156,Inf,24.3156,Inf,24.3156,Inf,31.2841,Inf,11.5597,Inf
71,7,5,18.714,Inf,18.714,Inf,18.714,Inf,21.8841,Inf,23.1609,Inf
72,7,6,0,Inf,0,Inf,0,Inf,0,Inf,21.1885,Inf
73,7,7,29.155,Inf,29.155,Inf,29.155,Inf,23.1603,Inf,31.2757,Inf
74,7,8,30.1811,Inf,30.1811,Inf,30.1811,Inf,21.2812,Inf,31.2753,Inf
75,7,9,0,Inf,0,Inf,0,Inf,20.1082,Inf,0,Inf
76,7,10,26.4042,Inf,26.4042,Inf,26.4042,Inf,25.9454,Inf,20.1205,Inf
77,7,11,18.8552,Inf,18.8552,Inf,18.8552,Inf,0,Inf,25.9514,Inf
78,8,1,38.3024,0.578628,38.3024,0.578628,38.3024,0.578628,38.2686,0.579935,38.3278,0.577647
79,8,2,38.3024,0.578628,38.3024,0.578628,38.3024,0.578628,38.2686,0.579935,38.3278,0.577647
80,8,3,34.6977,Inf,34.6977,Inf,34.6977,Inf,38.2699,0.579886,27.4505,Inf
81,8,4,29.8376,Inf,29.8376,Inf,29.8376,Inf,38.2706,0.579856,14.565,Inf
82,8,5,23.6579,Inf,23.6579,Inf,23.6579,Inf,27.448,1.43361,13.0765,Inf
83,8,6,0,Inf,0,Inf,0,Inf,13.0894,20.0229,26.2179,Inf
84,8,7,35.6531,Inf,35.6531,Inf,35.6531,Inf,28.6306,Inf,38.3265,0.577695
85,8,8,36.9504,Inf,36.9504,Inf,36.9504,Inf,26.2226,Inf,38.3258,0.577725
86,8,9,12.0697,Inf,12.0697,Inf,12.0697,Inf,25.032,Inf,0,Inf
87,8,10,32.6845,0.87823,32.6845,0.87823,32.6845,0.87823,32.0994,Inf,25.0309,Inf
88,8,11,23.5344,Inf,23.5344,Inf,23.5344,Inf,0,Inf,32.1662,Inf
89,9,1,41.2855,0.478715,41.2855,0.478715,41.2855,0.478715,41.3261,0.477541,41.3171,0.477801
90,9,2,41.2855,0.478715,41.2855,0.478715,41.2855,0.478715,41.3261,0.477541,41.3171,0.477801
91,9,3,37.5905,Inf,37.5905,Inf,37.5905,Inf,41.3275,0.477498,29.9136,1.12111
92,9,4,32.2708,Inf,32.2708,Inf,32.2708,Inf,41.3285,0.477471,10.078,Inf
93,9,5,25.8919,Inf,25.8919,Inf,25.8919,Inf,29.9161,1.12085,31.0734,Inf
94,9,6,0,Inf,0,Inf,0,Inf,14.5028,12.9386,28.4071,Inf
95,9,7,38.5101,Inf,38.5101,Inf,38.5101,Inf,31.0271,Inf,41.3156,0.477844
96,9,8,39.837,Inf,39.837,Inf,39.837,Inf,28.397,Inf,41.3146,0.477871
97,9,9,13.3647,Inf,13.3647,Inf,13.3647,Inf,27.2381,Inf,0,Inf
98,9,10,35.4166,0.708929,35.4166,0.708929,35.4166,0.708929,34.8427,Inf,27.1908,Inf
99,9,11,25.6017,Inf,25.6017,Inf,25.6017,Inf,0,Inf,34.885,Inf
100,10,1,14.9567,Inf,14.9567,Inf,14.9567,Inf,14.9774,Inf,14.9739,Inf
101,10,2,14.95669,Inf,14.95669,Inf,14.95669,Inf,14.97737,Inf,14.97388,Inf
102,10,3,14.95669,Inf,14.95669,Inf,14.95669,Inf,14.97737,Inf,14.97388,Inf
103,10,4,14.95669,Inf,14.95669,Inf,14.95669,Inf,14.97737,Inf,14.97388,Inf
104,10,5,14.95669,Inf,14.95669,Inf,14.95669,Inf,14.97737,Inf,14.97388,Inf
105,10,6,14.95669,Inf,14.95669,Inf,14.95669,Inf,14.97737,Inf,14.97388,Inf
106,10,7,14.95669,Inf,14.95669,Inf,14.95669,Inf,14.97737,Inf,14.97388,Inf
107,10,8,14.95669,Inf,14.95669,Inf,14.95669,Inf,14.97737,Inf,14.97388,Inf
108,10,9,0.01203627,Inf,0.01203627,Inf,0.01203627,Inf,14.97737,Inf,14.97388,15.068
109,10,10,14.95669,Inf,14.95669,Inf,14.95669,Inf,14.97737,Inf,14.97388,Inf
110,10,11,14.95669,Inf,14.95669,Inf,14.95669,Inf,14.97737,Inf,14.97388,Inf
111,11,1,19.08414,Inf,19.08414,Inf,19.08414,Inf,19.11085,Inf,19.10561,Inf
112,11,2,19.08414,Inf,19.08414,Inf,19.08414,Inf,19.11085,Inf,19.10561,Inf
113,11,3,19.08414,Inf,19.08414,Inf,19.08414,Inf,19.11085,Inf,19.10561,Inf
114,11,4,19.08414,Inf,19.08414,Inf,19.08414,Inf,19.11085,Inf,19.10561,Inf
115,11,5,19.08414,Inf,19.08414,Inf,19.08414,Inf,19.11085,Inf,19.10561,Inf
116,11,6,19.08414,Inf,19.08414,Inf,19.08414,Inf,19.11085,Inf,19.10561,Inf
117,11,7,19.08414,Inf,19.08414,Inf,19.08414,Inf,19.11085,Inf,19.10561,Inf
118,11,8,19.08414,Inf,19.08414,Inf,19.08414,Inf,19.11085,Inf,19.10561,Inf
119,11,9,19.08414,Inf,19.08414,Inf,19.08414,Inf,19.11085,Inf,19.10561,Inf
120,11,10,19.08414,Inf,19.08414,Inf,19.08414,Inf,19.11085,Inf,19.10561,Inf
121,11,11,19.08414,Inf,19.08414,Inf,19.08414,Inf,19.11084,Inf,19.10561,Inf
122,12,1,21.01698,Inf,21.01698,Inf,21.01698,Inf,21.04655,Inf,21.04038,Inf
123,12,2,21.01698,Inf,21.01698,Inf,21.01698,Inf,21.04655,Inf,21.04038,Inf
124,12,3,21.01698,Inf,21.01698,Inf,21.01698,Inf,21.04655,Inf,21.04038,Inf
125,12,4,21.01698,Inf,21.01698,Inf,21.01698,Inf,21.04655,Inf,21.04038,Inf
126,12,5,21.01698,Inf,21.01698,Inf,21.01698,Inf,21.04655,Inf,21.04038,Inf
127,12,6,21.01698,Inf,21.01698,Inf,21.01698,Inf,21.04655,Inf,21.04038,Inf
128,12,7,21.01698,Inf,21.01698,Inf,21.01698,Inf,21.04655,Inf,21.04038,Inf
129,12,8,21.01698,Inf,21.01698,Inf,21.01698,Inf,21.04655,Inf,21.04038,Inf
130,12,9,21.01698,Inf,21.01698,Inf,21.01698,Inf,21.04655,Inf,21.04038,Inf
131,12,10,21.01698,Inf,21.01698,Inf,21.01698,Inf,21.04655,Inf,21.04038,Inf
132,12,11,21.01698,Inf,21.01698,Inf,21.01698,Inf,21.04655,Inf,21.04038,Inf
133,13,1,22.86968,Inf,22.86968,Inf,22.86968,Inf,22.90203,Inf,22.89489,Inf
134,13,2,22.86968,Inf,22.86968,Inf,22.86968,Inf,22.90203,Inf,22.89489,Inf
135,13,3,22.86968,Inf,22.86968,Inf,22.86968,Inf,22.90203,Inf,22.89489,Inf
136,13,4,22.86968,Inf,22.86968,Inf,22.86968,Inf,22.90203,Inf,22.89489,Inf
137,13,5,22.86968,Inf,22.86968,Inf,22.86968,Inf,22.90203,Inf,22.89489,Inf
138,13,6,22.86968,Inf,22.86968,Inf,22.86968,Inf,22.90203,Inf,22.89489,Inf
139,13,7,22.86968,Inf,22.86968,Inf,22.86968,Inf,22.90203,Inf,22.89489,Inf
140,13,8,22.86968,Inf,22.86968,Inf,22.86968,Inf,22.90203,Inf,22.89489,Inf
141,13,9,22.86968,Inf,22.86968,Inf,22.86968,Inf,22.90203,Inf,22.89488,Inf
142,13,10,22.86968,Inf,22.86968,Inf,22.86968,Inf,22.90203,Inf,22.89489,Inf
143,13,11,22.86968,Inf,22.86968,Inf,22.86968,Inf,22.90203,Inf,22.89489,Inf
144,14,1,26.35354,Inf,26.35354,Inf,26.35354,Inf,26.39117,Inf,26.38202,Inf
145,14,2,26.35354,Inf,26.35354,Inf,26.35354,Inf,26.39117,Inf,26.38202,Inf
146,14,3,26.35354,Inf,26.35354,Inf,26.35354,Inf,26.39117,Inf,26.38202,Inf
147,14,4,26.35354,Inf,26.35354,Inf,26.35354,Inf,26.39117,Inf,26.38202,Inf
148,14,5,26.35354,Inf,26.35354,Inf,26.35354,Inf,26.39117,Inf,26.38202,Inf
149,14,6,26.35354,Inf,26.35354,Inf,26.35354,Inf,26.39117,Inf,26.38202,Inf
150,14,7,26.35354,Inf,26.35354,Inf,26.35354,Inf,26.39117,Inf,26.38202,Inf
151,14,8,26.35354,Inf,26.35354,Inf,26.35354,Inf,26.39117,Inf,26.38202,Inf
152,14,9,26.35354,Inf,26.35354,Inf,26.35354,Inf,26.39117,Inf,26.38202,Inf
153,14,10,26.35354,Inf,26.35354,Inf,26.35354,Inf,26.39117,Inf,26.38202,Inf
154,14,11,26.35354,Inf,26.35354,Inf,26.35354,Inf,26.39117,Inf,26.38202,Inf
