index,valorFusivel,tipoCurto,I_A_Isolador,Tempo_A_Isolador,Tempo_Abertura_A_Isolador,I_B_Isolador,Tempo_B_Isolador,Tempo_Abertura_B_Isolador,I_C_Isolador,Tempo_C_Isolador,Tempo_Abertura_C_Isolador,I_A1_Isolador,Tempo_A1_Isolador,Tempo_Abertura_A1_Isolador,I_B1_Isolador,Tempo_B1_Isolador,Tempo_Abertura_B1_Isolador,I_A_Consumidor,Tempo_A_Consumidor,Tempo_Abertura_A_Consumidor,I_B_Consumidor,Tempo_B_Consumidor,Tempo_Abertura_B_Consumidor
153,13,9,0,Inf,Inf,41.31606,2.840937,3.928,55.50603,0.8694986,1.95,43.67715,2.154886,3.236,0,Inf,Inf,43.67715,2.154886,3.236,0,Inf,Inf
154,13,10,55.54248,0.8678003,1.945,0,Inf,Inf,41.28159,2.853386,3.939,54.50369,0.9189128,1.997,43.69178,2.151484,3.23,54.50369,0.9189128,1.997,43.69178,2.151484,3.23
155,13,11,41.22663,2.873411,3.957,55.46041,0.871634,1.948,0,Inf,Inf,0,Inf,Inf,54.46821,0.9207629,1.997,0,Inf,Inf,54.46821,0.9207629,1.997
156,13,12,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf
157,14,1,66.44853,1.033022,2.111,66.37707,1.036652,2.113,66.39604,1.035686,2.116,66.3737,1.036824,2.116,66.42056,1.03444,2.111,66.3737,1.036824,2.116,66.42056,1.03444,2.111
158,14,2,66.44853,1.033022,2.111,66.37707,1.036652,2.113,66.39604,1.035686,2.116,66.3737,1.036824,2.116,66.42056,1.03444,2.111,66.3737,1.036824,2.116,66.42056,1.03444,2.111
159,14,3,61.88849,1.324026,2.403,48.12203,4.4131,5.498,62.74937,1.258284,2.339,66.3777,1.03662,2.116,52.95622,2.608708,3.692,66.3777,1.03662,2.116,52.95622,2.608708,3.692
160,14,4,53.30246,2.525212,3.611,0,Inf,Inf,64.26429,1.155965,2.236,66.38184,1.036409,2.116,0,Inf,Inf,66.38184,1.036409,2.116,0,Inf,Inf
161,14,5,48.19963,4.37081,5.456,63.04173,1.23728,2.318,61.85386,1.326799,2.408,52.90812,2.620648,3.707,53.99731,2.369874,3.452,52.90812,2.620648,3.707,53.99731,2.369874,3.452
162,14,6,0,Inf,Inf,64.41575,1.146571,2.228,53.11279,2.570419,3.653,0,Inf,Inf,47.90487,4.534694,5.624,0,Inf,Inf,47.90487,4.534694,5.624
163,14,7,62.78889,1.255408,2.333,61.92312,1.321264,2.399,48.16258,4.390927,5.479,54.03125,2.362677,3.447,66.41657,1.034643,2.111,54.03125,2.362677,3.447,66.41657,1.034643,2.111
164,14,8,64.28229,1.154841,2.232,53.33288,2.518077,3.601,0,Inf,Inf,47.71051,4.647723,5.734,66.41242,1.034854,2.111,47.71051,4.647723,5.734,66.41242,1.034854,2.111
165,14,9,0,Inf,Inf,44.84077,6.924517,8.016,59.81527,1.510187,2.592,47.58177,4.724874,5.813,0,Inf,Inf,47.58177,4.724874,5.813,0,Inf,Inf
166,14,10,59.83833,1.507868,2.586,0,Inf,Inf,44.87082,6.893119,7.983,58.76377,1.622858,2.702,47.61579,4.704306,5.79,58.76377,1.622858,2.702,47.61579,4.704306,5.79
167,14,11,44.84841,6.916513,8.01,60.06898,1.485007,2.567,0,Inf,Inf,0,Inf,Inf,59.04216,1.591655,2.673,0,Inf,Inf,59.04216,1.591655,2.673
168,14,12,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf
